"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","FamilySize","Deck","HasCabin","CabinRoom","FaresOnTicket","IndividualFare","Title","IsMarried","FsizeD","WaC","Mother","Cabin","full.1.891..c..PassengerId..."
0,3,2,16,0,0,9.5,3,1,8,0,0,1,9.5,3,0,2,1,2,0,"283"
1,3,2,19,0,0,8.05,3,1,8,0,0,1,8.05,3,0,2,3,2,0,"284"
0,1,2,30,0,0,26,3,1,1,1,19,1,26,3,0,2,3,2,19,"285"
0,3,2,33,0,0,8.6625,1,1,8,0,0,1,8.6625,3,0,2,3,2,0,"286"
1,3,2,30,0,0,9.5,3,1,8,0,0,1,9.5,3,0,2,3,2,0,"287"
0,3,2,22,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"288"
1,2,2,42,0,0,13,3,1,8,0,0,1,13,3,0,2,3,2,0,"289"
1,3,1,22,0,0,7.75,2,1,8,0,0,1,7.75,2,0,2,2,2,0,"290"
1,1,1,26,0,0,78.85,3,1,8,0,0,3,26.2833333333333,2,0,2,2,2,0,"291"
1,1,1,19,1,0,91.0792,1,2,2,1,49,2,45.5396,4,1,3,2,2,49,"292"
0,2,2,36,0,0,12.875,1,1,4,1,0,1,12.875,3,0,2,3,2,0,"293"
0,3,1,24,0,0,8.85,3,1,8,0,0,1,8.85,2,0,2,2,2,0,"294"
0,3,2,24,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"295"
0,1,2,28.5,0,0,27.7208,1,1,8,0,0,1,27.7208,3,0,2,3,2,0,"296"
0,3,2,23.5,0,0,7.2292,1,1,8,0,0,1,7.2292,3,0,2,3,2,0,"297"
0,1,1,2,1,2,151.55,3,4,3,1,22,6,25.2583333333333,2,1,3,1,2,22,"298"
1,1,2,42,0,0,30.5,3,1,3,1,1,1,30.5,3,0,2,3,2,1,"299"
1,1,1,50,0,1,247.5208,1,2,2,1,58,3,82.5069333333333,4,1,3,2,1,58,"300"
1,3,1,27,0,0,7.75,2,1,8,0,0,1,7.75,2,0,2,2,2,0,"301"
1,3,2,33,2,0,23.25,2,3,8,0,0,3,7.75,3,1,3,3,2,0,"302"
0,3,2,19,0,0,0,3,1,8,0,0,4,0,3,0,2,3,2,0,"303"
1,2,1,24,0,0,12.35,2,1,5,1,1,1,12.35,2,0,2,2,2,1,"304"
0,3,2,24,0,0,8.05,3,1,8,0,0,1,8.05,3,0,2,3,2,0,"305"
1,1,2,0.92,1,2,151.55,3,4,3,1,22,6,25.2583333333333,1,1,3,1,2,22,"306"
1,1,1,55,0,0,110.8833,1,1,8,0,0,4,27.720825,2,0,2,2,2,0,"307"
1,1,1,17,1,0,108.9,1,2,3,1,65,3,36.3,4,1,3,2,2,65,"308"
0,2,2,30,1,0,24,1,2,8,0,0,2,12,3,1,3,3,2,0,"309"
1,1,1,30,0,0,56.9292,1,1,5,1,36,2,28.4646,2,0,2,2,2,36,"310"
1,1,1,24,0,0,83.1583,1,1,3,1,54,3,27.7194333333333,2,0,2,2,2,54,"311"
1,1,1,18,2,2,262.375,1,5,2,1,57,7,37.4821428571429,2,1,1,2,2,57,"312"
0,2,1,26,1,1,26,3,3,8,0,0,2,13,4,1,3,2,1,0,"313"
0,3,2,28,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"314"
0,2,2,43,1,1,26.25,3,3,8,0,0,3,8.75,3,1,3,3,2,0,"315"
1,3,1,26,0,0,7.8542,3,1,8,0,0,1,7.8542,2,0,2,2,2,0,"316"
1,2,1,24,1,0,26,3,2,8,0,0,2,13,4,1,3,2,2,0,"317"
0,2,2,54,0,0,14,3,1,8,0,0,1,14,5,0,2,3,2,0,"318"
1,1,1,31,0,2,164.8667,3,3,3,1,7,4,41.216675,2,1,3,2,2,7,"319"
1,1,1,40,1,1,134.5,1,3,5,1,34,5,26.9,4,1,3,2,1,34,"320"
0,3,2,22,0,0,7.25,3,1,8,0,0,1,7.25,3,0,2,3,2,0,"321"
0,3,2,27,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"322"
1,2,1,30,0,0,12.35,2,1,8,0,0,1,12.35,2,0,2,2,2,0,"323"
1,2,1,22,1,1,29,3,3,8,0,0,3,9.66666666666667,4,1,3,2,1,0,"324"
0,3,2,29,8,2,69.55,3,11,8,0,0,9,6.32272727272727,3,1,1,3,2,0,"325"
1,1,1,36,0,0,135.6333,1,1,3,1,32,4,33.908325,2,0,2,2,2,32,"326"
0,3,2,61,0,0,6.2375,3,1,8,0,0,1,6.2375,3,0,2,3,2,0,"327"
1,2,1,36,0,0,13,3,1,4,1,0,1,13,4,0,2,2,2,0,"328"
1,3,1,31,1,1,20.525,3,3,8,0,0,3,6.84166666666667,4,1,3,2,1,0,"329"
1,1,1,16,0,1,57.9792,1,2,2,1,18,2,28.9896,2,1,3,1,2,18,"330"
1,3,1,19,2,0,23.25,2,3,8,0,0,3,7.75,2,1,3,2,2,0,"331"
0,1,2,45.5,0,0,28.5,3,1,3,1,124,1,28.5,3,0,2,3,2,124,"332"
0,1,2,38,0,1,153.4625,3,2,3,1,91,3,51.1541666666667,3,1,3,3,2,91,"333"
0,3,2,16,2,0,18,3,3,8,0,0,2,9,3,1,3,1,2,0,"334"
1,1,1,22,1,0,133.65,3,2,8,0,0,2,66.825,4,1,3,2,2,0,"335"
0,3,2,19,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"336"
0,1,2,29,1,0,66.6,3,2,3,1,2,2,33.3,3,1,3,3,2,2,"337"
1,1,1,41,0,0,134.5,1,1,5,1,4,5,26.9,2,0,2,2,2,4,"338"
1,3,2,45,0,0,8.05,3,1,8,0,0,1,8.05,3,0,2,3,2,0,"339"
0,1,2,45,0,0,35.5,3,1,9,1,0,1,35.5,3,0,2,3,2,0,"340"
1,2,2,2,1,1,26,3,3,6,1,2,3,8.66666666666667,1,1,3,1,2,2,"341"
1,1,1,24,3,2,263,3,6,3,1,23,6,43.8333333333333,2,1,1,2,2,23,"342"
0,2,2,28,0,0,13,3,1,8,0,0,1,13,3,0,2,3,2,0,"343"
0,2,2,25,0,0,13,3,1,8,0,0,1,13,3,0,2,3,2,0,"344"
0,2,2,36,0,0,13,3,1,8,0,0,1,13,3,0,2,3,2,0,"345"
1,2,1,24,0,0,13,3,1,6,1,33,1,13,2,0,2,2,2,33,"346"
1,2,1,40,0,0,13,3,1,8,0,0,1,13,2,0,2,2,2,0,"347"
1,3,1,30,1,0,16.1,3,2,8,0,0,2,8.05,4,1,3,2,2,0,"348"
1,3,2,3,1,1,15.9,3,3,8,0,0,3,5.3,1,1,3,1,2,0,"349"
0,3,2,42,0,0,8.6625,3,1,8,0,0,1,8.6625,3,0,2,3,2,0,"350"
0,3,2,23,0,0,9.225,3,1,8,0,0,1,9.225,3,0,2,3,2,0,"351"
0,1,2,45.5,0,0,35,3,1,3,1,128,1,35,3,0,2,3,2,128,"352"
0,3,2,15,1,1,7.2292,1,3,8,0,0,1,7.2292,3,1,3,1,2,0,"353"
0,3,2,25,1,0,17.8,3,2,8,0,0,2,8.9,3,1,3,3,2,0,"354"
0,3,2,74,0,0,7.225,1,1,8,0,0,1,7.225,3,0,2,3,2,0,"355"
0,3,2,28,0,0,9.5,3,1,8,0,0,1,9.5,3,0,2,3,2,0,"356"
1,1,1,22,0,1,55,3,2,5,1,33,2,27.5,2,1,3,2,2,33,"357"
0,2,1,38,0,0,13,3,1,8,0,0,1,13,2,0,2,2,2,0,"358"
1,3,1,26,0,0,7.8792,2,1,8,0,0,1,7.8792,2,0,2,2,2,0,"359"
1,3,1,17,0,0,7.8792,2,1,8,0,0,1,7.8792,2,0,2,2,2,0,"360"
0,3,2,40,1,4,27.9,3,6,8,0,0,6,4.65,3,1,1,3,2,0,"361"
0,2,2,29,1,0,27.7208,1,2,8,0,0,2,13.8604,3,1,3,3,2,0,"362"
0,3,1,45,0,1,14.4542,1,2,8,0,0,2,7.2271,4,1,3,2,1,0,"363"
0,3,2,35,0,0,7.05,3,1,8,0,0,1,7.05,3,0,2,3,2,0,"364"
0,3,2,36,1,0,15.5,2,2,8,0,0,2,7.75,3,1,3,3,2,0,"365"
0,3,2,30,0,0,7.25,3,1,8,0,0,1,7.25,3,0,2,3,2,0,"366"
1,1,1,60,1,0,75.25,1,2,4,1,37,2,37.625,4,1,3,2,2,37,"367"
1,3,1,31,0,0,7.2292,1,1,8,0,0,1,7.2292,4,0,2,2,2,0,"368"
1,3,1,18,0,0,7.75,2,1,8,0,0,1,7.75,2,0,2,2,2,0,"369"
1,1,1,24,0,0,69.3,1,1,2,1,35,2,34.65,4,0,2,2,2,35,"370"
1,1,2,25,1,0,55.4417,1,2,5,1,5,2,27.72085,3,1,3,3,2,5,"371"
0,3,2,18,1,0,6.4958,3,2,8,0,0,1,6.4958,3,1,3,3,2,0,"372"
0,3,2,19,0,0,8.05,3,1,8,0,0,1,8.05,3,0,2,3,2,0,"373"
0,1,2,22,0,0,135.6333,1,1,8,0,0,4,33.908325,3,0,2,3,2,0,"374"
0,3,1,3,3,1,21.075,3,5,8,0,0,5,4.215,2,1,1,1,2,0,"375"
1,1,1,35,1,0,82.1708,1,2,8,0,0,2,41.0854,4,1,3,2,2,0,"376"
1,3,1,22,0,0,7.25,3,1,8,0,0,1,7.25,2,0,2,2,2,0,"377"
0,1,2,27,0,2,211.5,1,3,3,1,82,5,42.3,3,1,3,3,2,82,"378"
0,3,2,20,0,0,4.0125,1,1,8,0,0,1,4.0125,3,0,2,3,2,0,"379"
0,3,2,19,0,0,7.775,3,1,8,0,0,1,7.775,3,0,2,3,2,0,"380"
1,1,1,42,0,0,227.525,1,1,8,0,0,5,45.505,2,0,2,2,2,0,"381"
1,3,1,1,0,2,15.7417,1,3,8,0,0,3,5.24723333333333,2,1,3,1,2,0,"382"
0,3,2,32,0,0,7.925,3,1,8,0,0,1,7.925,3,0,2,3,2,0,"383"
1,1,1,35,1,0,52,3,2,8,0,0,2,26,4,1,3,2,2,0,"384"
0,3,2,40,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"385"
0,2,2,18,0,0,73.5,3,1,8,0,0,7,10.5,3,0,2,3,2,0,"386"
0,3,2,1,5,2,46.9,3,8,8,0,0,8,5.8625,1,1,1,1,2,0,"387"
1,2,1,36,0,0,13,3,1,8,0,0,1,13,2,0,2,2,2,0,"388"
0,3,2,47,0,0,7.7292,2,1,8,0,0,1,7.7292,3,0,2,3,2,0,"389"
1,2,1,17,0,0,12,1,1,8,0,0,1,12,2,0,2,2,2,0,"390"
1,1,2,36,1,2,120,3,4,2,1,96,4,30,3,1,3,3,2,96,"391"
1,3,2,21,0,0,7.7958,3,1,8,0,0,1,7.7958,3,0,2,3,2,0,"392"
0,3,2,28,2,0,7.925,3,3,8,0,0,1,7.925,3,1,3,3,2,0,"393"
1,1,1,23,1,0,113.275,1,2,4,1,36,3,37.7583333333333,2,1,3,2,2,36,"394"
1,3,1,24,0,2,16.7,3,3,7,1,6,3,5.56666666666667,4,1,3,2,1,6,"395"
0,3,2,22,0,0,7.7958,3,1,8,0,0,1,7.7958,3,0,2,3,2,0,"396"
0,3,1,31,0,0,7.8542,3,1,8,0,0,1,7.8542,2,0,2,2,2,0,"397"
0,2,2,46,0,0,26,3,1,8,0,0,2,13,3,0,2,3,2,0,"398"
0,2,2,23,0,0,10.5,3,1,8,0,0,1,10.5,5,0,2,3,2,0,"399"
1,2,1,28,0,0,12.65,3,1,8,0,0,1,12.65,4,0,2,2,2,0,"400"
1,3,2,39,0,0,7.925,3,1,8,0,0,1,7.925,3,0,2,3,2,0,"401"
0,3,2,26,0,0,8.05,3,1,8,0,0,1,8.05,3,0,2,3,2,0,"402"
0,3,1,21,1,0,9.825,3,2,8,0,0,1,9.825,2,1,3,2,2,0,"403"
0,3,2,28,1,0,15.85,3,2,8,0,0,2,7.925,3,1,3,3,2,0,"404"
0,3,1,20,0,0,8.6625,3,1,8,0,0,1,8.6625,2,0,2,2,2,0,"405"
0,2,2,34,1,0,21,3,2,8,0,0,2,10.5,3,1,3,3,2,0,"406"
0,3,2,51,0,0,7.75,3,1,8,0,0,1,7.75,3,0,2,3,2,0,"407"
1,2,2,3,1,1,18.75,3,3,8,0,0,3,6.25,1,1,3,1,2,0,"408"
0,3,2,21,0,0,7.775,3,1,8,0,0,1,7.775,3,0,2,3,2,0,"409"
0,3,1,3,3,1,25.4667,3,5,8,0,0,5,5.09334,2,1,1,1,2,0,"410"
0,3,2,21,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"411"
0,3,2,31,0,0,6.8583,2,1,8,0,0,1,6.8583,3,0,2,3,2,0,"412"
1,1,1,33,1,0,90,2,2,3,1,78,3,30,2,1,3,2,2,78,"413"
0,2,2,20,0,0,0,3,1,8,0,0,3,0,3,0,2,3,2,0,"414"
1,3,2,44,0,0,7.925,3,1,8,0,0,1,7.925,3,0,2,3,2,0,"415"
0,3,1,31,0,0,8.05,3,1,8,0,0,1,8.05,4,0,2,2,2,0,"416"
1,2,1,34,1,1,32.5,3,3,8,0,0,3,10.8333333333333,4,1,3,2,1,0,"417"
1,2,1,18,0,2,13,3,3,8,0,0,1,13,2,1,3,2,2,0,"418"
0,2,2,30,0,0,13,3,1,8,0,0,1,13,3,0,2,3,2,0,"419"
0,3,1,10,0,2,24.15,3,3,8,0,0,3,8.05,2,1,3,1,2,0,"420"
0,3,2,18,0,0,7.8958,1,1,8,0,0,1,7.8958,3,0,2,3,2,0,"421"
0,3,2,21,0,0,7.7333,2,1,8,0,0,1,7.7333,3,0,2,3,2,0,"422"
0,3,2,29,0,0,7.875,3,1,8,0,0,1,7.875,3,0,2,3,2,0,"423"
0,3,1,28,1,1,14.4,3,3,8,0,0,3,4.8,4,1,3,2,1,0,"424"
0,3,2,18,1,1,20.2125,3,3,8,0,0,3,6.7375,3,1,3,3,2,0,"425"
0,3,2,20,0,0,7.25,3,1,8,0,0,1,7.25,3,0,2,3,2,0,"426"
1,2,1,28,1,0,26,3,2,8,0,0,2,13,4,1,3,2,2,0,"427"
1,2,1,19,0,0,26,3,1,8,0,0,2,13,2,0,2,2,2,0,"428"
0,3,2,26,0,0,7.75,2,1,8,0,0,1,7.75,3,0,2,3,2,0,"429"
1,3,2,32,0,0,8.05,3,1,5,1,1,1,8.05,3,0,2,3,2,1,"430"
1,1,2,28,0,0,26.55,3,1,3,1,52,1,26.55,3,0,2,3,2,52,"431"
1,3,1,24,1,0,16.1,3,2,8,0,0,2,8.05,4,1,3,2,2,0,"432"
1,2,1,42,1,0,26,3,2,8,0,0,2,13,4,1,3,2,2,0,"433"
0,3,2,17,0,0,7.125,3,1,8,0,0,1,7.125,3,0,2,3,2,0,"434"
0,1,2,50,1,0,55.9,3,2,5,1,44,2,27.95,3,1,3,3,2,44,"435"
1,1,1,14,1,2,120,3,4,2,1,96,4,30,2,1,3,1,2,96,"436"
0,3,1,21,2,2,34.375,3,5,8,0,0,5,6.875,2,1,1,2,2,0,"437"
1,2,1,24,2,3,18.75,3,6,8,0,0,3,6.25,4,1,1,2,1,0,"438"
0,1,2,64,1,4,263,3,6,3,1,23,6,43.8333333333333,3,1,1,3,2,23,"439"
0,2,2,31,0,0,10.5,3,1,8,0,0,1,10.5,3,0,2,3,2,0,"440"
1,2,1,45,1,1,26.25,3,3,8,0,0,3,8.75,4,1,3,2,1,0,"441"
0,3,2,20,0,0,9.5,3,1,8,0,0,1,9.5,3,0,2,3,2,0,"442"
0,3,2,25,1,0,7.775,3,2,8,0,0,1,7.775,3,1,3,3,2,0,"443"
1,2,1,28,0,0,13,3,1,8,0,0,1,13,2,0,2,2,2,0,"444"
1,3,2,35,0,0,8.1125,3,1,8,0,0,1,8.1125,3,0,2,3,2,0,"445"
1,1,2,4,0,2,81.8583,3,3,1,1,34,3,27.2861,1,1,3,1,2,34,"446"
1,2,1,13,0,1,19.5,3,2,8,0,0,2,9.75,2,1,3,1,2,0,"447"
1,1,2,34,0,0,26.55,3,1,8,0,0,1,26.55,3,0,2,3,2,0,"448"
1,3,1,5,2,1,19.2583,1,4,8,0,0,4,4.814575,2,1,3,1,2,0,"449"
1,1,2,52,0,0,30.5,3,1,3,1,1,1,30.5,5,0,2,3,2,1,"450"
0,2,2,36,1,2,27.75,3,4,8,0,0,4,6.9375,3,1,3,3,2,0,"451"
0,3,2,28,1,0,19.9667,3,2,8,0,0,1,19.9667,3,1,3,3,2,0,"452"
0,1,2,30,0,0,27.75,1,1,3,1,111,1,27.75,3,0,2,3,2,111,"453"
1,1,2,49,1,0,89.1042,1,2,3,1,92,2,44.5521,3,1,3,3,2,92,"454"
0,3,2,55.5,0,0,8.05,3,1,8,0,0,1,8.05,3,0,2,3,2,0,"455"
1,3,2,29,0,0,7.8958,1,1,8,0,0,1,7.8958,3,0,2,3,2,0,"456"
0,1,2,65,0,0,26.55,3,1,5,1,38,1,26.55,3,0,2,3,2,38,"457"
1,1,1,47,1,0,51.8625,3,2,4,1,21,2,25.93125,4,1,3,2,2,21,"458"
1,2,1,50,0,0,10.5,3,1,8,0,0,1,10.5,2,0,2,2,2,0,"459"
0,3,2,31,0,0,7.75,2,1,8,0,0,1,7.75,3,0,2,3,2,0,"460"
1,1,2,48,0,0,26.55,3,1,5,1,12,1,26.55,3,0,2,3,2,12,"461"
0,3,2,34,0,0,8.05,3,1,8,0,0,1,8.05,3,0,2,3,2,0,"462"
0,1,2,47,0,0,38.5,3,1,5,1,63,1,38.5,3,0,2,3,2,63,"463"
0,2,2,48,0,0,13,3,1,8,0,0,1,13,3,0,2,3,2,0,"464"
0,3,2,32,0,0,8.05,3,1,8,0,0,1,8.05,3,0,2,3,2,0,"465"
0,3,2,38,0,0,7.05,3,1,8,0,0,1,7.05,3,0,2,3,2,0,"466"
0,2,2,38,0,0,0,3,1,8,0,0,3,0,3,0,2,3,2,0,"467"
0,1,2,56,0,0,26.55,3,1,8,0,0,1,26.55,3,0,2,3,2,0,"468"
0,3,2,20.5,0,0,7.725,2,1,8,0,0,1,7.725,3,0,2,3,2,0,"469"
1,3,1,0.75,2,1,19.2583,1,4,8,0,0,4,4.814575,2,1,3,1,2,0,"470"
0,3,2,41,0,0,7.25,3,1,8,0,0,1,7.25,3,0,2,3,2,0,"471"
0,3,2,38,0,0,8.6625,3,1,8,0,0,1,8.6625,3,0,2,3,2,0,"472"
1,2,1,33,1,2,27.75,3,4,8,0,0,4,6.9375,4,1,3,2,1,0,"473"
1,2,1,23,0,0,13.7917,1,1,4,1,0,1,13.7917,4,0,2,2,2,0,"474"
0,3,1,22,0,0,9.8375,3,1,8,0,0,1,9.8375,2,0,2,2,2,0,"475"
0,1,2,47,0,0,52,3,1,1,1,14,2,26,3,0,2,3,2,14,"476"
0,2,2,34,1,0,21,3,2,8,0,0,2,10.5,3,1,3,3,2,0,"477"
0,3,2,29,1,0,7.0458,3,2,8,0,0,1,7.0458,3,1,3,3,2,0,"478"
0,3,2,22,0,0,7.5208,3,1,8,0,0,1,7.5208,3,0,2,3,2,0,"479"
1,3,1,2,0,1,12.2875,3,2,8,0,0,2,6.14375,2,1,3,1,2,0,"480"
0,3,2,9,5,2,46.9,3,8,8,0,0,8,5.8625,1,1,1,1,2,0,"481"
0,2,2,22,0,0,0,3,1,8,0,0,1,0,3,0,2,3,2,0,"482"
0,3,2,50,0,0,8.05,3,1,8,0,0,1,8.05,3,0,2,3,2,0,"483"
1,3,1,63,0,0,9.5875,3,1,8,0,0,1,9.5875,4,0,2,2,2,0,"484"
1,1,2,25,1,0,91.0792,1,2,2,1,49,2,45.5396,3,1,3,3,2,49,"485"
0,3,1,8,3,1,25.4667,3,5,8,0,0,5,5.09334,2,1,1,1,2,0,"486"
1,1,1,35,1,0,90,3,2,3,1,93,2,45,4,1,3,2,2,93,"487"
0,1,2,58,0,0,29.7,1,1,2,1,37,1,29.7,3,0,2,3,2,37,"488"
0,3,2,30,0,0,8.05,3,1,8,0,0,1,8.05,3,0,2,3,2,0,"489"
1,3,2,9,1,1,15.9,3,3,8,0,0,3,5.3,1,1,3,1,2,0,"490"
0,3,2,45,1,0,19.9667,3,2,8,0,0,1,19.9667,3,1,3,3,2,0,"491"
0,3,2,21,0,0,7.25,3,1,8,0,0,1,7.25,3,0,2,3,2,0,"492"
0,1,2,55,0,0,30.5,3,1,3,1,3,1,30.5,3,0,2,3,2,3,"493"
0,1,2,71,0,0,49.5042,1,1,8,0,0,1,49.5042,3,0,2,3,2,0,"494"
0,3,2,21,0,0,8.05,3,1,8,0,0,1,8.05,3,0,2,3,2,0,"495"
0,3,2,19,0,0,14.4583,1,1,8,0,0,2,7.22915,3,0,2,3,2,0,"496"
1,1,1,54,1,0,78.2667,1,2,4,1,2,2,39.13335,2,1,3,2,2,2,"497"
0,3,2,20,0,0,15.1,3,1,8,0,0,2,7.55,3,0,2,3,2,0,"498"
0,1,1,25,1,2,151.55,3,4,3,1,22,6,25.2583333333333,4,1,3,2,1,22,"499"
0,3,2,24,0,0,7.7958,3,1,8,0,0,1,7.7958,3,0,2,3,2,0,"500"
0,3,2,17,0,0,8.6625,3,1,8,0,0,1,8.6625,3,0,2,3,2,0,"501"
0,3,1,21,0,0,7.75,2,1,8,0,0,1,7.75,2,0,2,2,2,0,"502"
0,3,1,18,0,0,7.6292,2,1,8,0,0,1,7.6292,2,0,2,2,2,0,"503"
0,3,1,37,0,0,9.5875,3,1,8,0,0,1,9.5875,2,0,2,2,2,0,"504"
1,1,1,16,0,0,86.5,3,1,2,1,79,3,28.8333333333333,2,0,2,1,2,79,"505"
0,1,2,18,1,0,108.9,1,2,3,1,65,3,36.3,3,1,3,3,2,65,"506"
1,2,1,33,0,2,26,3,3,8,0,0,3,8.66666666666667,4,1,3,2,1,0,"507"
1,1,2,48,0,0,26.55,3,1,8,0,0,1,26.55,3,0,2,3,2,0,"508"
0,3,2,28,0,0,22.525,3,1,8,0,0,3,7.50833333333333,3,0,2,3,2,0,"509"
1,3,2,26,0,0,56.4958,3,1,8,0,0,8,7.061975,3,0,2,3,2,0,"510"
1,3,2,29,0,0,7.75,2,1,8,0,0,1,7.75,3,0,2,3,2,0,"511"
0,3,2,51,0,0,8.05,3,1,8,0,0,1,8.05,3,0,2,3,2,0,"512"
1,1,2,36,0,0,26.2875,3,1,5,1,25,1,26.2875,3,0,2,3,2,25,"513"
1,1,1,54,1,0,59.4,1,2,8,0,0,2,29.7,4,1,3,2,2,0,"514"
0,3,2,24,0,0,7.4958,3,1,8,0,0,1,7.4958,3,0,2,3,2,0,"515"
0,1,2,47,0,0,34.0208,3,1,4,1,46,1,34.0208,3,0,2,3,2,46,"516"
1,2,1,34,0,0,10.5,3,1,6,1,33,1,10.5,4,0,2,2,2,33,"517"
0,3,2,39,0,0,24.15,2,1,8,0,0,3,8.05,3,0,2,3,2,0,"518"
1,2,1,36,1,0,26,3,2,8,0,0,2,13,4,1,3,2,2,0,"519"
0,3,2,32,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"520"
1,1,1,30,0,0,93.5,3,1,2,1,73,4,23.375,2,0,2,2,2,73,"521"
0,3,2,22,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"522"
0,3,2,22.5,0,0,7.225,1,1,8,0,0,1,7.225,3,0,2,3,2,0,"523"
1,1,1,44,0,1,57.9792,1,2,2,1,18,2,28.9896,4,1,3,2,1,18,"524"
0,3,2,17,0,0,7.2292,1,1,8,0,0,1,7.2292,3,0,2,3,2,0,"525"
0,3,2,40.5,0,0,7.75,2,1,8,0,0,1,7.75,3,0,2,3,2,0,"526"
1,2,1,50,0,0,10.5,3,1,8,0,0,1,10.5,2,0,2,2,2,0,"527"
0,1,2,28,0,0,221.7792,3,1,3,1,95,4,55.4448,3,0,2,3,2,95,"528"
0,3,2,39,0,0,7.925,3,1,8,0,0,1,7.925,3,0,2,3,2,0,"529"
0,2,2,23,2,1,11.5,3,4,8,0,0,1,11.5,3,1,3,3,2,0,"530"
1,2,1,2,1,1,26,3,3,8,0,0,3,8.66666666666667,2,1,3,1,2,0,"531"
0,3,2,27,0,0,7.2292,1,1,8,0,0,1,7.2292,3,0,2,3,2,0,"532"
0,3,2,17,1,1,7.2292,1,3,8,0,0,1,7.2292,3,1,3,3,2,0,"533"
1,3,1,36,0,2,22.3583,1,3,8,0,0,3,7.45276666666667,4,1,3,2,1,0,"534"
0,3,1,30,0,0,8.6625,3,1,8,0,0,1,8.6625,2,0,2,2,2,0,"535"
1,2,1,7,0,2,26.25,3,3,8,0,0,3,8.75,2,1,3,1,2,0,"536"
0,1,2,45,0,0,26.55,3,1,2,1,38,1,26.55,5,0,2,3,2,38,"537"
1,1,1,30,0,0,106.425,1,1,8,0,0,3,35.475,2,0,2,2,2,0,"538"
0,3,2,35,0,0,14.5,3,1,8,0,0,2,7.25,3,0,2,3,2,0,"539"
1,1,1,22,0,2,49.5,1,3,2,1,39,1,49.5,2,1,3,2,2,39,"540"
1,1,1,36,0,2,71,3,3,2,1,22,2,35.5,2,1,3,2,2,22,"541"
0,3,1,9,4,2,31.275,3,7,8,0,0,7,4.46785714285714,2,1,1,1,2,0,"542"
0,3,1,11,4,2,31.275,3,7,8,0,0,7,4.46785714285714,2,1,1,1,2,0,"543"
1,2,2,32,1,0,26,3,2,8,0,0,2,13,3,1,3,3,2,0,"544"
0,1,2,50,1,0,106.425,1,2,3,1,86,3,35.475,3,1,3,3,2,86,"545"
0,1,2,64,0,0,26,3,1,8,0,0,1,26,3,0,2,3,2,0,"546"
1,2,1,19,1,0,26,3,2,8,0,0,2,13,4,1,3,2,2,0,"547"
1,2,2,23,0,0,13.8625,1,1,8,0,0,1,13.8625,3,0,2,3,2,0,"548"
0,3,2,33,1,1,20.525,3,3,8,0,0,3,6.84166666666667,3,1,3,3,2,0,"549"
1,2,2,8,1,1,36.75,3,3,8,0,0,4,9.1875,1,1,3,1,2,0,"550"
1,1,2,17,0,2,110.8833,1,3,3,1,7,4,27.720825,3,1,3,3,2,7,"551"
0,2,2,27,0,0,26,3,1,8,0,0,2,13,3,0,2,3,2,0,"552"
0,3,2,23,0,0,7.8292,2,1,8,0,0,1,7.8292,3,0,2,3,2,0,"553"
1,3,2,22,0,0,7.225,1,1,8,0,0,1,7.225,3,0,2,3,2,0,"554"
1,3,1,22,0,0,7.775,3,1,8,0,0,1,7.775,2,0,2,2,2,0,"555"
0,1,2,62,0,0,26.55,3,1,8,0,0,1,26.55,3,0,2,3,2,0,"556"
1,1,1,48,1,0,39.6,1,2,1,1,16,1,39.6,5,1,3,2,2,16,"557"
0,1,2,22,0,0,227.525,1,1,8,0,0,5,45.505,3,0,2,3,2,0,"558"
1,1,1,39,1,1,79.65,3,3,5,1,67,3,26.55,4,1,3,2,1,67,"559"
1,3,1,36,1,0,17.4,3,2,8,0,0,2,8.7,4,1,3,2,2,0,"560"
0,3,2,32,0,0,7.75,2,1,8,0,0,1,7.75,3,0,2,3,2,0,"561"
0,3,2,40,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"562"
0,2,2,28,0,0,13.5,3,1,8,0,0,1,13.5,3,0,2,3,2,0,"563"
0,3,2,22,0,0,8.05,3,1,8,0,0,1,8.05,3,0,2,3,2,0,"564"
0,3,1,28,0,0,8.05,3,1,8,0,0,1,8.05,2,0,2,2,2,0,"565"
0,3,2,24,2,0,24.15,3,3,8,0,0,3,8.05,3,1,3,3,2,0,"566"
0,3,2,19,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"567"
0,3,1,29,0,4,21.075,3,5,8,0,0,5,4.215,4,1,1,2,1,0,"568"
